Sn,movie_title,director_name,genres,imdb_score,budget
1138,The Fugitive,Andrew Davis,Action|Adventure|Crime|Drama|Mystery|Thriller,7.8,44000000
1139,The Bounty Hunter,Andy Tennant,Action|Comedy|Romance,5.5,40000000
1140,Sleepers,Barry Levinson,Crime|Drama|Thriller,7.5,44000000
1141,Rambo: First Blood Part II,George P. Cosmatos,Action|Adventure|Thriller|War,6.4,44000000
1142,The Juror,Brian Gibson,Drama|Thriller,5.6,44000000
1143,Pinocchio,Norman Ferguson,Animation|Family|Fantasy|Musical,7.5,2600000
1144,Heaven's Gate,Michael Cimino,Adventure|Drama|Western,6.8,44000000
1145,Underworld: Evolution,Len Wiseman,Action|Adventure|Fantasy|Sci-Fi|Thriller,6.8,50000000
1146,Victor Frankenstein,Paul McGuigan,Drama|Horror|Sci-Fi|Thriller,6,40000000
1147,Finding Forrester,Gus Van Sant,Drama,7.3,43000000
1148,28 Days,Betty Thomas,Comedy|Drama,6,43000000
1149,Unleashed,Louis Leterrier,Action|Crime|Drama|Thriller,7,45000000
1150,The Sweetest Thing,Roger Kumble,Comedy|Romance,5.1,43000000
1151,The Firm,Sydney Pollack,Drama|Mystery|Thriller,6.8,42000000
1152,Charlie St. Cloud,Burr Steers,Drama|Fantasy|Romance,6.5,44000000
1153,The Mechanic,Simon West,Action|Crime|Thriller,6.6,40000000
1154,21 Jump Street,Phil Lord,Action|Comedy|Crime,7.2,42000000
1155,Notting Hill,Roger Michell,Comedy|Drama|Romance,7,42000000
1156,Chicken Run,Peter Lord,Adventure|Animation|Comedy|Drama|Family,7,45000000
1157,Along Came Polly,John Hamburg,Comedy|Romance,5.9,42000000
1158,Boomerang,Reginald Hudlin,Comedy|Drama|Romance,5.4,40000000
1159,The Heat,Paul Feig,Action|Comedy|Crime,6.6,43000000
1160,Cleopatra,Joseph L. Mankiewicz,Biography|Drama|History|Romance,7,31115000
1161,Here Comes the Boom,Frank Coraci,Action|Comedy|Sport,6.5,42000000
1162,High Crimes,Carl Franklin,Crime|Drama|Mystery|Thriller,6.3,42000000
1163,The Mirror Has Two Faces,Barbra Streisand,Comedy|Drama|Romance,6.5,42000000
1164,The Mothman Prophecies,Mark Pellington,Drama|Horror|Mystery|Thriller,6.5,32000000
1165,Brüno,Larry Charles,Comedy,5.8,42000000
1166,Licence to Kill,John Glen,Action|Adventure|Thriller,6.6,32000000
1167,Red Riding Hood,Catherine Hardwicke,Fantasy|Horror|Mystery|Thriller,5.4,42000000
1168,15 Minutes,John Herzfeld,Action|Crime|Drama|Thriller,6.1,42000000
1169,Super Mario Bros.,Annabel Jankel,Adventure|Comedy|Family|Fantasy|Sci-Fi,4,42000000
1170,Lord of War,Andrew Niccol,Crime|Drama|Thriller,7.6,50000000
1171,Hero,Yimou Zhang,Action|Adventure|History,7.9,31000000
1172,One for the Money,Julie Anne Robinson,Action|Comedy|Crime|Romance|Thriller,5.3,40000000
1173,The Interview,Evan Goldberg,Comedy,6.6,44000000
1174,The Warrior's Way,Sngmoo Lee,Action|Fantasy|Western,6.3,45000000
1176,Micmacs,Jean-Pierre Jeunet,Action|Comedy|Crime,7.2,27000000
1177,8 Mile,Curtis Hanson,Drama|Music,7,41000000
1179,A Knight's Tale,Brian Helgeland,Action|Adventure|Romance,6.9,65000000
1180,The Medallion,Gordon Chan,Action|Comedy|Fantasy,5.2,41000000
1181,The Sixth Sense,M. Night Shyamalan,Drama|Mystery|Thriller,8.1,40000000
1182,Man on a Ledge,Asger Leth,Action|Crime|Thriller,6.6,42000000
1183,The Big Year,David Frankel,Comedy,6.2,41000000
1184,The Karate Kid,John G. Avildsen,Action|Drama|Family|Sport,7.2,8000000
1185,American Hustle,David O. Russell,Crime|Drama,7.3,40000000
1186,The Proposal,Anne Fletcher,Comedy|Drama|Romance,6.7,40000000
1187,Double Jeopardy,Bruce Beresford,Crime|Mystery|Thriller,6.4,70000000
1188,Back to the Future Part II,Robert Zemeckis,Adventure|Comedy|Sci-Fi,7.8,40000000
1189,Lucy,Luc Besson,Action|Sci-Fi|Thriller,6.4,40000000
1190,Fifty Shades of Grey,Sam Taylor-Johnson,Drama|Romance,4.1,40000000
1191,Spy Kids 3-D: Game Over,Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,4.1,38000000
1192,A Time to Kill,Joel Schumacher,Crime|Drama|Thriller,7.4,40000000
1193,Cheaper by the Dozen,Shawn Levy,Comedy|Family,5.8,40000000
1194,Lone Survivor,Peter Berg,Action|Biography|Drama|Thriller|War,7.6,40000000
1195,A League of Their Own,Penny Marshall,Comedy|Drama|Sport,7.2,40000000
1196,The Conjuring 2,James Wan,Horror|Mystery|Thriller,7.8,40000000
1197,The Social Network,David Fincher,Biography|Drama,7.7,40000000
1198,He's Just Not That Into You,Ken Kwapis,Comedy|Drama|Romance,6.4,40000000
1199,Scary Movie 4,David Zucker,Comedy,5.1,45000000
1200,Scream 3,Wes Craven,Horror|Mystery,5.5,40000000
1201,Back to the Future Part III,Robert Zemeckis,Adventure|Comedy|Sci-Fi|Western,7.4,40000000
1202,Get Hard,Etan Cohen,Comedy|Crime,6,40000000
1203,Bram Stoker's Dracula,Francis Ford Coppola,Fantasy|Horror|Romance,7.5,40000000
1204,Julie & Julia,Nora Ephron,Biography|Drama|Romance,7,40000000
1205,42,Brian Helgeland,Biography|Drama|Sport,7.5,40000000
1206,The Talented Mr. Ripley,Anthony Minghella,Crime|Drama|Thriller,7.3,40000000
1207,Dumb and Dumber To,Bobby Farrelly,Comedy,5.7,35000000
1208,Eight Below,Frank Marshall,Adventure|Drama|Family,7.3,40000000
1209,The Intern,Nancy Meyers,Comedy|Drama,7.2,35000000
1210,Ride Along 2,Tim Story,Action|Comedy,5.9,40000000
1211,The Last of the Mohicans,Michael Mann,Action|Adventure|Drama|Romance|War,7.8,40000000
1212,Ray,Taylor Hackford,Biography|Drama|Music,7.7,40000000
1213,Sin City,Frank Miller,Crime|Thriller,8.1,40000000
1214,Vantage Point,Pete Travis,Crime|Drama|Mystery|Thriller,6.6,40000000
1215,"I Love You, Man",John Hamburg,Comedy|Romance,7.1,40000000
1216,Shallow Hal,Bobby Farrelly,Comedy|Drama|Fantasy|Romance,5.9,40000000
1217,JFK,Oliver Stone,Drama|History|Thriller,8,40000000
1218,Big Momma's House 2,John Whitesell,Comedy|Crime,4.6,40000000
1219,The Mexican,Gore Verbinski,Adventure|Comedy|Crime|Romance,6.1,34000000
1220,Unbroken,Angelina Jolie Pitt,Biography|Drama|Sport|War,7.2,65000000
1221,17 Again,Burr Steers,Comedy|Drama|Family|Fantasy|Romance,6.4,20000000
1222,The Other Woman,Nick Cassavetes,Comedy|Romance,6,40000000
1223,The Final Destination,David R. Ellis,Horror,5.2,40000000
1224,Bridge of Spies,Steven Spielberg,Drama|History|Thriller,7.6,40000000
1225,Behind Enemy Lines,John Moore,Action|Drama|Thriller|War,6.4,40000000
1227,Shall We Dance,Peter Chelsom,Comedy|Drama|Romance,6.1,50000000
1228,Small Soldiers,Joe Dante,Action|Adventure|Comedy|Family|Sci-Fi,6.1,40000000
1229,Spawn,Mark A.Z. Dippé,Action|Horror,5.2,40000000
1230,The Count of Monte Cristo,Kevin Reynolds,Action|Adventure|Drama|Romance|Thriller,7.7,35000000
1231,The Lincoln Lawyer,Brad Furman,Crime|Drama|Thriller,7.3,40000000
1232,Unknown,Jaume Collet-Serra,Action|Mystery|Thriller,6.9,30000000
1233,The Prestige,Christopher Nolan,Drama|Mystery|Sci-Fi|Thriller,8.5,40000000
1234,Horrible Bosses 2,Sean Anders,Comedy|Crime,6.3,42000000
1235,Escape from Planet Earth,Cal Brunker,Adventure|Animation|Comedy|Family|Sci-Fi,5.9,40000000
1236,Apocalypto,Mel Gibson,Action|Adventure|Drama|Thriller,7.8,40000000
1237,The Living Daylights,John Glen,Action|Adventure|Thriller,6.7,30000000
1238,Predators,Nimród Antal,Action|Adventure|Sci-Fi|Thriller,6.4,40000000
1239,Legal Eagles,Ivan Reitman,Comedy|Crime|Romance,5.9,40000000
1240,Secret Window,David Koepp,Mystery|Thriller,6.6,40000000
1241,The Lake House,Alejandro Agresti,Drama|Fantasy|Romance,6.8,40000000
1242,The Skeleton Key,Iain Softley,Horror|Mystery|Thriller,6.5,43000000
1243,The Odd Life of Timothy Green,Peter Hedges,Comedy|Drama|Family|Fantasy,6.6,25000000
1244,Made of Honor,Paul Weiland,Comedy|Romance,5.8,40000000
1245,Jersey Boys,Clint Eastwood,Biography|Drama|Music|Musical,6.9,40000000
1246,The Rainmaker,Francis Ford Coppola,Crime|Drama|Thriller,7.1,40000000
1247,Gothika,Mathieu Kassovitz,Horror|Mystery|Thriller,5.8,40000000
1248,Amistad,Steven Spielberg,Drama|History,7.2,36000000
1249,Medicine Man,John McTiernan,Adventure|Drama|Romance,6,40000000
1250,Aliens vs. Predator: Requiem,Colin Strause,Action|Horror|Sci-Fi|Thriller,4.7,40000000
1251,Ri¢hie Ri¢h,Donald Petrie,Comedy|Family,5.2,40000000
1252,Autumn in New York,Joan Chen,Drama|Romance,5.5,40000000
1254,Paul,Greg Mottola,Adventure|Comedy|Sci-Fi,7,40000000
1255,The Guilt Trip,Anne Fletcher,Comedy|Drama,5.8,40000000
1256,Scream 4,Wes Craven,Horror|Mystery,6.2,40000000
1257,8MM,Joel Schumacher,Mystery|Thriller,6.5,40000000
1258,The Doors,Oliver Stone,Biography|Drama|Music|Musical,7.2,38000000
1259,Sex Tape,Jake Kasdan,Comedy,5.1,40000000
1260,Hanging Up,Diane Keaton,Comedy|Drama,4.7,60000000
1261,Final Destination 5,Steven Quale,Horror,5.9,40000000
1262,Mickey Blue Eyes,Kelly Makin,Comedy|Crime|Romance,5.8,40000000
1263,Pay It Forward,Mimi Leder,Drama,7.2,40000000
1264,Fever Pitch,Bobby Farrelly,Comedy|Drama|Romance|Sport,6.2,30000000
1266,Drillbit Taylor,Steven Brill,Comedy|Drama,5.7,40000000
1267,A Million Ways to Die in the West,Seth MacFarlane,Comedy|Western,6.1,40000000
1268,The Shadow,Russell Mulcahy,Action|Adventure|Crime|Fantasy|Mystery|Thriller,6,25000000
1269,Extremely Loud & Incredibly Close,Stephen Daldry,Adventure|Drama|Mystery,6.9,40000000
1270,Morning Glory,Roger Michell,Comedy|Drama|Romance,6.5,40000000
1271,Get Rich or Die Tryin',Jim Sheridan,Biography|Crime|Drama|Music,5,40000000
1272,The Art of War,Christian Duguay,Action|Adventure|Crime|Thriller,5.7,40000000
1273,Rent,Chris Columbus,Drama|Musical|Romance,7,40000000
1274,Bless the Child,Chuck Russell,Crime|Drama|Horror|Thriller,5.1,40000000
1275,The Out-of-Towners,Sam Weisman,Comedy,5.3,40000000
1276,The Island of Dr. Moreau,John Frankenheimer,Horror|Sci-Fi|Thriller,4.4,40000000
1277,The Musketeer,Peter Hyams,Action|Adventure|Romance,4.7,40000000
1278,The Other Boleyn Girl,Justin Chadwick,Biography|Drama|History|Romance,6.7,35000000
1279,Sweet November,Pat O'Connor,Drama|Romance,6.7,40000000
1280,The Reaping,Stephen Hopkins,Horror|Thriller,5.7,40000000
1281,Mean Streets,Martin Scorsese,Crime|Drama|Romance|Thriller,7.4,500000
1282,Renaissance Man,Penny Marshall,Comedy|Drama,6.1,40000000
1283,Colombiana,Olivier Megaton,Action|Crime|Drama|Thriller,6.4,40000000
1284,The Magic Sword: Quest for Camelot,Frederik Du Chau,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,6.2,40000000
1285,City by the Sea,Michael Caton-Jones,Crime|Drama|Mystery|Thriller,6.2,60000000
1286,At First Sight,Irwin Winkler,Drama|Romance,5.9,60000000
1287,Torque,Joseph Kahn,Action|Comedy|Crime,4,40000000
1288,City Hall,Harold Becker,Drama|Thriller,6.2,40000000
1289,Showgirls,Paul Verhoeven,Drama,4.6,45000000
1290,Marie Antoinette,Sofia Coppola,Biography|Drama|History|Romance,6.4,40000000
1291,Kiss of Death,Barbet Schroeder,Action|Crime|Thriller,5.9,40000000
1292,Get Carter,Stephen Kay,Action|Crime|Drama|Thriller,5.1,40000000
1293,The Impossible,J.A. Bayona,Drama|Thriller,7.6,45000000
1294,Ishtar,Elaine May,Action|Adventure|Comedy|Music|Thriller,4.2,51000000
1295,Fantastic Mr. Fox,Wes Anderson,Adventure|Animation|Comedy|Crime|Family,7.8,40000000
1296,Life or Something Like It,Stephen Herek,Comedy|Romance,5.8,40000000
1297,Memoirs of an Invisible Man,John Carpenter,Comedy|Romance|Sci-Fi|Thriller,5.9,40000000
1298,Amélie,Jean-Pierre Jeunet,Comedy|Romance,8.4,77000000
1299,New York Minute,Dennie Gordon,Comedy|Crime|Family|Romance,4.8,30000000
1300,Alfie,Charles Shyer,Comedy|Drama|Romance,6.2,60000000
1301,Big Miracle,Ken Kwapis,Biography|Drama|Romance,6.5,40000000
1302,The Deep End of the Ocean,Ulu Grosbard,Drama,6.3,40000000
1303,Feardotcom,William Malone,Crime|Horror|Thriller,3.3,42000000
1304,Cirque du Freak: The Vampire's Assistant,Paul Weitz,Action|Adventure|Fantasy|Thriller,5.9,40000000
1305,Victor Frankenstein,Paul McGuigan,Drama|Horror|Sci-Fi|Thriller,6,40000000
1306,Duplex,Danny DeVito,Comedy,5.8,40000000
1308,Raise the Titanic,Jerry Jameson,Action|Adventure|Drama|Thriller,4.7,36000000
1309,Universal Soldier: The Return,Mic Rodgers,Action|Sci-Fi,4.1,24000000
1310,Pandorum,Christian Alvart,Action|Horror|Mystery|Sci-Fi|Thriller,6.8,33000000
1311,Impostor,Gary Fleder,Drama|Mystery|Sci-Fi|Thriller,6.2,40000000
1312,Extreme Ops,Christian Duguay,Action|Adventure|Thriller,4.5,40000000
1313,Just Visiting,Jean-Marie Poiré,Comedy|Fantasy|Sci-Fi,5.8,40000000
1314,Sunshine,Danny Boyle,Adventure|Sci-Fi|Thriller,7.3,26000000
1315,A Thousand Words,Brian Robbins,Comedy|Drama,5.9,40000000
1316,Delgo,Marc F. Adler,Adventure|Animation|Comedy|Fantasy|Romance,4.4,40000000
1317,The Gunman,Pierre Morel,Action|Crime|Drama|Mystery|Thriller,5.8,40000000
1318,Alex Rider: Operation Stormbreaker,Geoffrey Sax,Action|Adventure|Family|Thriller,5.1,40000000
1319,Disturbia,D.J. Caruso,Drama|Mystery|Thriller,6.9,20000000
1320,Hackers,Iain Softley,Comedy|Crime|Drama|Thriller,6.2,20000000
1321,The Hunting Party,Richard Shepard,Adventure|Comedy|Drama|Romance|Thriller|War,6.9,25000000
1322,The Hudsucker Proxy,Joel Coen,Comedy|Fantasy,7.3,30000000
1323,The Warlords,Peter Ho-Sun Chan,Action|Drama|History|Romance|War,7.1,40000000
1324,Nomad: The Warrior,Sergey Bodrov,Drama|History|War,6,25000000
1325,Snowpiercer,Joon-ho Bong,Action|Drama|Sci-Fi|Thriller,7,39200000
1328,The Crow,Alex Proyas,Action|Drama|Fantasy,7.6,23000000
1329,Baahubali: The Beginning,S.S. Rajamouli,Action|Adventure|Drama|Fantasy|War,8.4,18026148
1330,The Time Traveler's Wife,Robert Schwentke,Drama|Fantasy|Romance|Sci-Fi,7.1,39000000
1332,The Fast and the Furious,Rob Cohen,Action|Crime|Thriller,6.7,38000000
1333,Frankenweenie,Tim Burton,Animation|Comedy|Family|Horror|Sci-Fi,7,39000000
1334,Serenity,Joss Whedon,Action|Adventure|Sci-Fi|Thriller,8,40000000
1335,Against the Ropes,Charles S. Dutton,Biography|Drama|Romance|Sport,5.3,39000000
1336,Superman III,Richard Lester,Action|Comedy|Sci-Fi,4.9,39000000
1337,Grudge Match,Peter Segal,Comedy|Sport,6.4,40000000
1338,Red Cliff,John Woo,Action|Adventure|Drama|History|War,7.4,553632000
1339,Sweet Home Alabama,Andy Tennant,Comedy|Romance,6.1,38000000
1340,The Ugly Truth,Robert Luketic,Comedy|Romance,6.5,38000000
1341,Sgt. Bilko,Jonathan Lynn,Comedy,5.7,39000000
1342,Spy Kids 2: Island of Lost Dreams,Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,5.1,38000000
1343,Star Trek: Generations,David Carson,Action|Adventure|Mystery|Sci-Fi|Thriller,6.6,35000000
1344,The Grandmaster,Kar-Wai Wong,Action|Biography|Drama,6.5,38600000
1345,Water for Elephants,Francis Lawrence,Drama|Romance,6.9,38000000
1348,The Hurricane,Norman Jewison,Biography|Drama|Sport,7.6,38000000
1349,Enough,Michael Apted,Crime|Drama|Thriller,5.6,38000000
1350,Heartbreakers,David Mirkin,Comedy|Crime|Romance,6.2,35000000
1351,Paul Blart: Mall Cop 2,Andy Fickman,Action|Comedy|Crime,4.4,30000000
1352,Angel Eyes,Luis Mandoki,Drama|Romance,5.6,38000000
1353,Joe Somebody,John Pasquin,Comedy|Drama,5.5,38000000
1354,The Ninth Gate,Roman Polanski,Mystery|Thriller,6.7,38000000
1355,Extreme Measures,Michael Apted,Crime|Drama|Mystery|Thriller,6.1,38000000
1356,Rock Star,Stephen Herek,Drama|Music,6.2,57000000
1357,Precious,Lee Daniels,Drama,7.3,10000000
1358,White Squall,Ridley Scott,Adventure|Drama,6.6,38000000
1359,The Thing,John Carpenter,Horror|Mystery|Sci-Fi,8.2,15000000
1360,Riddick,David Twohy,Action|Sci-Fi|Thriller,6.4,38000000
1361,Switchback,Jeb Stuart,Crime|Mystery|Thriller,6.4,37000000
1362,Texas Rangers,Steve Miner,Action|Adventure|Drama|Thriller|Western,5.2,38000000
1363,City of Ember,Gil Kenan,Adventure|Family|Fantasy|Sci-Fi,6.5,55000000
1364,The Master,Paul Thomas Anderson,Drama,7.1,32000000
1366,The Express,Gary Fleder,Biography|Drama|Sport,7.3,40000000
1367,The 5th Wave,J Blakeson,Action|Adventure|Sci-Fi|Thriller,5.2,38000000
1368,Creed,Ryan Coogler,Drama|Sport,7.7,35000000
1369,The Town,Ben Affleck,Crime|Drama|Thriller,7.6,37000000
1370,What to Expect When You're Expecting,Kirk Jones,Comedy|Drama|Romance,5.7,40000000
1371,Burn After Reading,Ethan Coen,Comedy|Drama,7,37000000
1372,Nim's Island,Jennifer Flackett,Adventure|Comedy|Family|Fantasy,6,37000000
1373,Rush,Ron Howard,Action|Biography|Drama|Sport,8.1,38000000
1374,Magnolia,Paul Thomas Anderson,Drama,8,37000000
1375,Cop Out,Kevin Smith,Action|Comedy|Crime,5.6,37000000
1376,How to Be Single,Christian Ditter,Comedy|Romance,6.1,38000000
1377,Dolphin Tale,Charles Martin Smith,Drama|Family,6.9,37000000
1378,Twilight,Catherine Hardwicke,Drama|Fantasy|Romance,5.2,37000000
1379,John Q,Nick Cassavetes,Crime|Drama|Thriller,7,36000000
1380,Blue Streak,Les Mayfield,Action|Comedy|Crime|Thriller,6.3,65000000
1381,We're the Millers,Rawson Marshall Thurber,Comedy|Crime,7,37000000
1383,Breakdown,Jonathan Mostow,Action|Crime|Drama|Mystery|Thriller,6.9,36000000
1384,Never Say Never Again,Irvin Kershner,Action|Adventure|Thriller,6.2,36000000
1385,Hot Tub Time Machine,Steve Pink,Comedy|Sci-Fi,6.4,36000000
1386,Dolphin Tale 2,Charles Martin Smith,Drama|Family,6.4,36000000
1387,Reindeer Games,John Frankenheimer,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,5.7,34000000
1388,A Man Apart,F. Gary Gray,Action|Crime|Drama|Thriller,6.1,36000000
1389,Aloha,Cameron Crowe,Comedy|Drama|Romance,5.4,37000000
1390,Ghosts of Mississippi,Rob Reiner,Drama|History,6.7,36000000
1391,Snow Falling on Cedars,Scott Hicks,Drama|Mystery|Romance|Thriller,6.8,36000000
1392,The Rite,Mikael Håfström,Drama|Horror|Mystery|Thriller,6,37000000
1393,Gattaca,Andrew Niccol,Drama|Sci-Fi|Thriller,7.8,36000000
1394,Isn't She Great,Andrew Bergman,Biography|Comedy|Romance,5.3,36000000
1395,Space Chimps,Kirk De Micco,Adventure|Animation|Comedy|Family|Sci-Fi,4.5,37000000
1396,Head of State,Chris Rock,Comedy,5.4,35200000
1397,The Hangover,Todd Phillips,Comedy,7.8,35000000
1398,Ip Man 3,Wilson Yip,Action|Biography|Drama|History,7.2,36000000
1399,Austin Powers: The Spy Who Shagged Me,Jay Roach,Action|Adventure|Comedy|Crime,6.6,33000000
1400,Batman,Tim Burton,Action|Adventure,7.6,35000000
1401,There Be Dragons,Roland Joffé,Biography|Drama|War,5.9,36000000
1402,Lethal Weapon 3,Richard Donner,Action|Crime|Thriller,6.7,35000000
1403,The Blind Side,John Lee Hancock,Biography|Drama|Sport,7.7,29000000
1405,Spy Kids,Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,5.4,35000000
1406,Horrible Bosses,Seth Gordon,Comedy|Crime,6.9,35000000
1407,True Grit,Ethan Coen,Adventure|Drama|Western,7.7,38000000
1408,The Devil Wears Prada,David Frankel,Comedy|Drama|Romance,6.8,35000000
1409,Star Trek: The Motion Picture,Robert Wise,Adventure|Mystery|Sci-Fi,6.4,35000000
1410,Identity Thief,Seth Gordon,Comedy|Crime,5.7,35000000
1411,Cape Fear,Martin Scorsese,Crime|Thriller,7.3,35000000
1412,21,Robert Luketic,Crime|Drama|Thriller,6.8,35000000
1413,Trainwreck,Judd Apatow,Comedy|Romance,6.3,35000000
1414,Guess Who,Kevin Rodney Sullivan,Comedy|Romance,5.9,35000000
1415,The English Patient,Anthony Minghella,Drama|Romance|War,7.4,27000000
1416,L.A. Confidential,Curtis Hanson,Crime|Drama|Mystery|Thriller,8.3,35000000
1417,Sky High,Mike Mitchell,Adventure|Comedy|Family|Sci-Fi,6.2,35000000
1418,In & Out,Frank Oz,Comedy,6.3,35000000
1419,Species,Roger Donaldson,Action|Horror|Sci-Fi|Thriller,5.8,35000000
1420,A Nightmare on Elm Street,Wes Craven,Horror,7.5,1800000
1421,The Cell,Tarsem Singh,Horror|Sci-Fi|Thriller,6.3,33000000
1422,The Man in the Iron Mask,Randall Wallace,Action|Adventure,6.4,35000000
1423,Secretariat,Randall Wallace,Biography|Drama|Family|History|Sport,7.2,35000000
1424,TMNT,Kevin Munroe,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,6.3,34000000
1425,Radio,Michael Tollin,Biography|Drama|Sport,6.9,35000000
1426,Friends with Benefits,Will Gluck,Comedy|Romance,6.6,35000000
1427,Neighbors 2: Sorority Rising,Nicholas Stoller,Comedy,6,35000000
1428,Saving Mr. Banks,John Lee Hancock,Biography|Comedy|Drama|History|Music,7.5,35000000
1429,Malcolm X,Spike Lee,Biography|Drama|History|Romance,7.7,33000000
1430,This Is 40,Judd Apatow,Comedy,6.2,35000000
1431,Old Dogs,Walt Becker,Comedy|Family,5.4,35000000
1432,Underworld: Rise of the Lycans,Patrick Tatopoulos,Action|Adventure|Fantasy|Sci-Fi|Thriller,6.6,35000000
1433,License to Wed,Ken Kwapis,Comedy|Romance,5.3,35000000
1434,The Benchwarmers,Dennis Dugan,Comedy|Romance|Sport,5.6,33000000
1435,Must Love Dogs,Gary David Goldberg,Comedy|Romance,5.9,30000000
1436,Donnie Brasco,Mike Newell,Biography|Crime|Drama,7.8,35000000
1437,Resident Evil,Paul W.S. Anderson,Action|Horror|Sci-Fi,6.7,33000000
1438,Poltergeist,Tobe Hooper,Fantasy|Horror,7.4,10700000
1439,The Ladykillers,Ethan Coen,Comedy|Crime|Thriller,6.2,35000000
1440,Max Payne,John Moore,Action|Crime|Drama|Mystery|Thriller,5.4,35000000
1441,In Time,Andrew Niccol,Action|Sci-Fi|Thriller,6.7,40000000
1442,The Back-up Plan,Alan Poul,Comedy|Romance,5.3,35000000
1443,Something Borrowed,Luke Greenfield,Comedy|Drama|Romance,5.9,35000000
1445,Black Knight,Gil Junger,Adventure|Comedy|Fantasy,4.8,50000000
1447,Street Fighter,Steven E. de Souza,Action|Adventure|Comedy|Thriller,3.8,35000000
1448,The Pianist,Roman Polanski,Biography|Drama|War,8.5,35000000
1449,From Hell,Albert Hughes,Horror|Mystery|Thriller,6.8,35000000
1450,The Nativity Story,Catherine Hardwicke,Drama|Family|Fantasy,6.8,30000000
1451,House of Wax,Jaume Collet-Serra,Horror,5.3,30000000
1452,Closer,Mike Nichols,Drama|Romance,7.3,27000000
